first_cate_name,next_cate,pair_count,mean_lag_min,median_lag_min,std_lag_min,p25_lag_min,p75_lag_min,p90_lag_min,window_label,window_center_min
K歌,饮品,187,11.3274688057041,4.413483333333334,14.107394649110377,0.8511,17.275583333333334,31.854646666666678,51秒 - 17.3分钟,9.063341666666666
K歌,鲜花绿植,15,4.096422222222222,1.6029666666666667,5.891915899684501,0.6396333333333333,4.422241666666666,11.519949999999998,38秒 - 4.4分钟,2.5309375
主题乐园,K歌,12,6.948555555555555,1.534275,13.425201629284233,0.44303750000000003,2.6569291666666666,26.123291666666674,27秒 - 2.7分钟,1.5499833333333333
主题乐园,丽人,13,1.8152064102564103,0.46826666666666666,2.8259886636471077,0.21896666666666667,1.5829666666666666,5.21372666666667,13秒 - 1.6分钟,0.9009666666666667
主题乐园,交通设施,1,1.7610166666666667,1.7610166666666667,0.0,1.7610166666666667,1.7610166666666667,1.7610166666666667,1.8分钟 - 1.8分钟,1.7610166666666667
主题乐园,亲子,171,1.7539570175438597,0.70035,3.2699306705078,0.40694166666666665,1.7457333333333334,4.095283333333334,24秒 - 1.7分钟,1.0763375
主题乐园,人文古迹,43,2.141359689922481,0.8515333333333334,6.579920294341265,0.42686666666666667,1.4054166666666665,3.1065133333333352,26秒 - 1.4分钟,0.9161416666666666
主题乐园,人文街区,7,1.2547595238095237,0.5494833333333333,1.3287131268308816,0.3998583333333333,1.6509916666666666,2.8005000000000004,24秒 - 1.7分钟,1.025425
主题乐园,休闲娱乐,212,3.9052003144654086,1.4249666666666667,6.740866690706366,0.6002958333333333,3.5779875000000003,10.192265000000003,36秒 - 3.6分钟,2.089141666666667
主题乐园,休闲食品,1,3.89045,3.89045,0.0,3.89045,3.89045,3.89045,3.9分钟 - 3.9分钟,3.89045
主题乐园,公园,24,1.7714333333333334,0.6505750000000001,2.616364361268873,0.22840416666666669,1.3828125,5.562361666666665,14秒 - 1.4分钟,0.8056083333333334
主题乐园,其他旅游,50,1.605447,0.8196416666666666,2.613794798526848,0.45727083333333335,1.442325,2.793381666666667,27秒 - 1.4分钟,0.9497979166666667
主题乐园,养车/用车,7,0.7257499999999999,0.5264666666666666,0.48474994088208523,0.31706666666666666,1.0747916666666666,1.2893966666666667,19秒 - 1.1分钟,0.6959291666666666
主题乐园,动物园类,52,2.0229214743589745,0.9512,3.589273372691796,0.41859166666666664,2.1965666666666666,3.7148716666666663,25秒 - 2.2分钟,1.3075791666666665
主题乐园,医疗健康,2,0.6976666666666667,0.6976666666666667,0.10590102559570538,0.660225,0.7351083333333334,0.7575733333333334,40秒 - 44秒,0.6976666666666667
主题乐园,医药健康,3,1.37275,1.47535,0.3922139768176436,1.2073916666666666,1.5894083333333333,1.6578433333333333,1.2分钟 - 1.6分钟,1.3984
主题乐园,地名,1,6.372816666666667,6.372816666666667,0.0,6.372816666666667,6.372816666666667,6.372816666666667,6.4分钟 - 6.4分钟,6.372816666666667
主题乐园,地标建筑,2,0.24651666666666666,0.24651666666666666,0.06107045566847818,0.22492499999999999,0.26810833333333334,0.28106333333333333,13秒 - 16秒,0.24651666666666666
主题乐园,宠物,3,15.203183333333333,4.256566666666667,21.564220188704816,2.7822083333333336,22.15085,32.88742,2.8分钟 - 22.2分钟,12.466529166666666
主题乐园,家居,1,0.5203,0.5203,0.0,0.5203,0.5203,0.5203,31秒 - 31秒,0.5203
主题乐园,展览馆,47,1.3541936170212767,0.9348666666666666,1.6229374406088086,0.5392666666666667,1.3875583333333332,3.0786133333333328,32秒 - 1.4分钟,0.9634125
主题乐园,度假景区,17,1.0486107843137253,0.7903333333333333,0.9396435305539258,0.21056666666666668,1.5760333333333334,2.49015,13秒 - 1.6分钟,0.8933
主题乐园,影视基地,6,1.7142527777777776,0.7847333333333333,1.8054384362997589,0.5291958333333333,2.4391458333333333,3.9049916666666666,32秒 - 2.4分钟,1.4841708333333332
主题乐园,教育培训,19,3.764023684210526,0.6192166666666666,11.897916108732733,0.2462666666666667,1.5075333333333334,2.980329999999997,15秒 - 1.5分钟,0.8769
主题乐园,旅游,1124,2.2249990361803085,0.7441916666666667,5.339793690234773,0.30260833333333337,2.0160791666666666,5.105681666666671,18秒 - 2.0分钟,1.1593437500000001
主题乐园,日用百货,2,2.8496333333333332,2.8496333333333332,1.3187305766868715,2.3833916666666664,3.315875,3.59562,2.4分钟 - 3.3分钟,2.8496333333333332
主题乐园,植物园,6,1.6708555555555558,0.46104999999999996,2.9009358365432254,0.40175416666666663,0.6725708333333333,4.1579999999999995,24秒 - 40秒,0.5371625
主题乐园,水上项目/水上体验,12,3.2653986111111113,1.085525,4.894158482475696,0.5896625,4.029345833333333,6.771028333333334,35秒 - 4.0分钟,2.3095041666666667
主题乐园,水果,6,6.640813888888889,1.3253249999999999,9.329870512698072,0.6378624999999999,10.379275,18.011175,38秒 - 10.4分钟,5.50856875
主题乐园,温泉景区,21,1.63295,0.538,2.369723789823522,0.35191666666666666,1.9551666666666667,3.8949166666666666,21秒 - 2.0分钟,1.1535416666666667
主题乐园,游玩,2,3.09035,3.09035,4.047997760484668,1.6591666666666667,4.521533333333333,5.3802433333333335,1.7分钟 - 4.5分钟,3.09035
主题乐园,滑雪景区,37,1.4340603603603603,1.0127833333333334,1.3620666959961403,0.4162,1.6521000000000001,3.4879633333333335,25秒 - 1.7分钟,1.0341500000000001
主题乐园,甜点,8,9.89256875,5.432441666666667,11.41763585672884,0.9396666666666667,15.5687125,26.66329,56秒 - 15.6分钟,8.254189583333334
主题乐园,生活服务,12,2.985933333333333,1.8394,3.905895163684885,0.5121416666666667,2.7871875,8.402005000000003,31秒 - 2.8分钟,1.6496645833333332
主题乐园,电影演出赛事,5,4.218393333333333,1.4614166666666668,4.629970756156146,0.8786,8.6775,9.36353,53秒 - 8.7分钟,4.77805
主题乐园,结婚,13,1.8770974358974362,0.502,2.925495019862943,0.38155,2.1951833333333335,3.912833333333335,23秒 - 2.2分钟,1.2883666666666667
主题乐园,美食,99,6.725940909090909,2.6170166666666663,8.455470953046177,0.7538833333333332,10.5838,20.37551666666667,45秒 - 10.6分钟,5.668841666666666
主题乐园,自然景观,67,1.8320776119402986,0.9849166666666667,2.984145278924697,0.3351,2.1128416666666667,3.8746766666666654,20秒 - 2.1分钟,1.2239708333333335
主题乐园,购物,17,2.4514931372549023,1.0721833333333335,5.005370984905097,0.5637666666666666,1.9765833333333334,3.37105,34秒 - 2.0分钟,1.270175
主题乐园,超市便利,17,6.447782352941177,0.5993333333333334,12.963538915540717,0.41158333333333336,4.580783333333333,15.472313333333332,25秒 - 4.6分钟,2.496183333333333
主题乐园,运动健身,33,1.2935823232323234,0.4094833333333333,2.3921010021771663,0.26831666666666665,1.0990499999999999,2.61328,16秒 - 1.1分钟,0.6836833333333332
主题乐园,酒店,439,3.902615110098709,1.0954166666666665,6.841983418838614,0.37375,3.788875,11.406206666666664,22秒 - 3.8分钟,2.0813125
主题乐园,非标住宿,1,1.7641333333333333,1.7641333333333333,0.0,1.7641333333333333,1.7641333333333333,1.7641333333333333,1.8分钟 - 1.8分钟,1.7641333333333333
主题乐园,食材,1,0.4527333333333334,0.4527333333333334,0.0,0.4527333333333334,0.4527333333333334,0.4527333333333334,27秒 - 27秒,0.4527333333333334
主题乐园,餐饮,310,4.371565913978494,1.0461166666666668,7.746145978092401,0.3856291666666667,4.567829166666667,13.00165,23秒 - 4.6分钟,2.476729166666667
主题乐园,饮品,21,4.770739682539682,2.3067166666666665,7.479246466373685,0.6249833333333333,4.5901000000000005,8.360766666666667,37秒 - 4.6分钟,2.607541666666667
主题乐园,鲜花绿植,1,2.8489999999999998,2.8489999999999998,0.0,2.8489999999999998,2.8489999999999998,2.8489999999999998,2.8分钟 - 2.8分钟,2.8489999999999998
丽人,K歌,195,6.321038290598291,1.7215333333333334,10.67197948702349,0.5826666666666667,6.211366666666667,17.547083333333326,35秒 - 6.2分钟,3.3970166666666666
丽人,主题乐园,9,4.8674129629629626,2.546383333333333,5.883149077885368,1.5799833333333335,3.1307666666666667,14.303700000000001,1.6分钟 - 3.1分钟,2.355375
丽人,交通设施,1,0.3076666666666667,0.3076666666666667,0.0,0.3076666666666667,0.3076666666666667,0.3076666666666667,18秒 - 18秒,0.3076666666666667
丽人,亲子,297,3.8950923120089787,1.3965166666666666,6.943276705873129,0.5019833333333333,4.092333333333333,9.629950000000022,30秒 - 4.1分钟,2.2971583333333334
丽人,人文古迹,4,2.751358333333333,0.7474583333333333,4.1046477523904175,0.6231166666666668,2.8757,6.493760000000001,37秒 - 2.9分钟,1.7494083333333335
丽人,人文街区,2,4.421733333333333,4.421733333333333,0.31117412417415996,4.311716666666666,4.53175,4.59776,4.3分钟 - 4.5分钟,4.421733333333333
丽人,休闲娱乐,5239,3.8587188808296746,1.2345333333333335,7.894153162835125,0.482475,3.537908333333333,9.496689999999997,29秒 - 3.5分钟,2.0101916666666666
丽人,休闲食品,18,7.882636111111111,2.509158333333333,14.863106192497334,0.7932666666666667,6.9845500000000005,17.536925000000004,48秒 - 7.0分钟,3.8889083333333336
丽人,公园,1,0.7794833333333333,0.7794833333333333,0.0,0.7794833333333333,0.7794833333333333,0.7794833333333333,47秒 - 47秒,0.7794833333333333
丽人,其他,3,9.846866666666667,0.4387666666666667,16.66264388570867,0.22745833333333335,14.762225,23.356300000000005,14秒 - 14.8分钟,7.494841666666667
丽人,其他旅游,3,1.9655777777777779,0.55245,2.856825619086746,0.32158333333333333,2.9030083333333336,4.313343333333334,19秒 - 2.9分钟,1.6122958333333335
丽人,养车/用车,93,6.175843010752688,2.2119500000000003,10.249897492789925,0.9579833333333333,5.379083333333333,17.325836666666667,57秒 - 5.4分钟,3.168533333333333
丽人,动物园类,6,3.240238888888889,2.538816666666667,2.802359182460114,1.1555083333333334,5.541787500000001,6.655683333333334,1.2分钟 - 5.5分钟,3.348647916666667
丽人,医疗健康,378,4.634843562610229,1.735625,7.698332239821911,0.7005916666666667,5.464970833333333,10.817711666666671,42秒 - 5.5分钟,3.08278125
丽人,医药健康,253,7.062549209486166,1.6748666666666667,15.870923015781367,0.3575666666666667,6.986133333333333,20.21530000000001,21秒 - 7.0分钟,3.67185
丽人,地名,1,0.2794166666666667,0.2794166666666667,0.0,0.2794166666666667,0.2794166666666667,0.2794166666666667,17秒 - 17秒,0.2794166666666667
丽人,地标建筑,1,11.2295,11.2295,0.0,11.2295,11.2295,11.2295,11.2分钟 - 11.2分钟,11.2295
丽人,境外医疗医美,1,4.870133333333333,4.870133333333333,0.0,4.870133333333333,4.870133333333333,4.870133333333333,4.9分钟 - 4.9分钟,4.870133333333333
丽人,宠物,161,7.141537577639752,2.2624833333333334,11.902468279377368,0.7172666666666667,8.255733333333334,19.644516666666668,43秒 - 8.3分钟,4.4865
丽人,家居,42,5.63579126984127,1.5918666666666668,13.99300964673121,0.5984583333333333,4.804029166666667,8.337339999999998,36秒 - 4.8分钟,2.70124375
丽人,展览馆,9,3.170892592592592,1.2516666666666665,5.047075140841414,0.049933333333333337,2.2057833333333337,8.581873333333334,3秒 - 2.2分钟,1.1278583333333334
丽人,度假景区,2,0.6805583333333334,0.6805583333333334,0.9447535852303264,0.3465375,1.0145791666666666,1.2149916666666667,21秒 - 1.0分钟,0.6805583333333333
丽人,教育培训,493,4.3799869168356995,1.5287333333333335,9.003370788594191,0.5901333333333334,4.196533333333333,10.118933333333334,35秒 - 4.2分钟,2.393333333333333
丽人,数码家电,17,5.234159803921568,1.8444666666666667,9.873990639316737,0.9911,4.135083333333333,10.733520000000006,59秒 - 4.1分钟,2.5630916666666668
丽人,旅游,59,8.461608474576272,2.8537000000000003,14.271869506141417,0.4244833333333333,9.211925,24.581950000000006,25秒 - 9.2分钟,4.818204166666667
丽人,日用百货,46,6.118182246376811,1.5131333333333332,11.379089556147266,0.4986625,5.969729166666666,21.1936,30秒 - 6.0分钟,3.234195833333333
丽人,服饰鞋帽,22,5.681278787878788,1.5868083333333334,8.627735942703357,0.8773875,5.793387500000001,16.023488333333347,53秒 - 5.8分钟,3.3353875000000004
丽人,母婴玩具,9,6.6149555555555555,2.1164666666666667,8.961434991712792,1.3131166666666667,6.539199999999999,18.29268666666667,1.3分钟 - 6.5分钟,3.926158333333333
丽人,水上项目/水上体验,3,4.947244444444444,4.17275,3.8790207419862104,2.843325,6.663916666666665,8.158616666666665,2.8分钟 - 6.7分钟,4.753620833333333
丽人,水果,91,5.266208974358974,2.101,8.31013381104115,0.6671833333333332,6.4767166666666665,14.351183333333333,40秒 - 6.5分钟,3.5719499999999997
丽人,温泉景区,6,2.7790111111111107,1.7637166666666664,2.6328962201699455,0.8503291666666666,4.346641666666667,6.027925,51秒 - 4.3分钟,2.5984854166666667
丽人,滑雪景区,5,5.843389999999999,1.3113833333333333,10.491043361929682,0.74,2.1667,15.610460000000002,44秒 - 2.2分钟,1.45335
丽人,甜点,223,7.26524730941704,2.2426166666666663,11.316139016965503,0.6949083333333332,8.157791666666668,23.12621333333335,42秒 - 8.2分钟,4.426350000000001
丽人,生活服务,361,6.061573961218836,2.59445,9.448316120641454,0.7888000000000001,7.41775,15.98005,47秒 - 7.4分钟,4.103275
丽人,电影演出赛事,23,7.768501449275362,0.8130166666666666,10.358260042807236,0.20750833333333335,15.828416666666667,22.09573333333333,12秒 - 15.8分钟,8.017962500000001
丽人,结婚,666,3.7596867117117116,1.2318083333333334,8.796568067335533,0.45695416666666666,3.39265,8.672066666666668,27秒 - 3.4分钟,1.9248020833333335
丽人,美妆日化,222,3.350735660660661,0.8720166666666667,6.561691267738868,0.37868333333333337,2.7165749999999997,8.437431666666669,23秒 - 2.7分钟,1.5476291666666666
丽人,美食,1784,6.358504456278027,1.659925,11.109538116161504,0.44490416666666666,7.202325,19.54212,27秒 - 7.2分钟,3.8236145833333333
丽人,自然景观,12,1.7636694444444443,0.7158249999999999,2.4241545026813722,0.4582,2.2862791666666666,3.101386666666667,27秒 - 2.3分钟,1.3722395833333334
丽人,购物,794,6.9589804366078925,2.1937583333333333,12.823107300423878,0.5719875,7.4969166666666665,17.942668333333337,34秒 - 7.5分钟,4.034452083333333
丽人,超市便利,512,6.192858365885416,1.6236416666666666,11.698912178112751,0.4499958333333334,6.733920833333333,18.266976666666668,27秒 - 6.7分钟,3.5919583333333334
丽人,运动健身,913,3.895720299379336,1.3515333333333333,7.459012074674947,0.48478333333333334,3.6535,10.036776666666672,29秒 - 3.7分钟,2.069141666666667
丽人,酒店,539,5.449571583178726,1.7672666666666668,12.366769146818719,0.5500916666666666,5.708841666666666,14.507446666666663,33秒 - 5.7分钟,3.1294666666666666
丽人,酒水茶饮,21,3.1728547619047616,1.5168166666666667,5.379830134392781,0.31356666666666666,2.422683333333333,4.653183333333333,19秒 - 2.4分钟,1.3681249999999998
丽人,非标住宿,8,2.013504166666667,0.5694833333333333,3.1522232992718364,0.37193333333333334,1.7398166666666668,5.820706666666666,22秒 - 1.7分钟,1.0558750000000001
丽人,食材,42,5.276986507936508,1.69265,7.568723870909931,0.385225,8.083395833333332,14.651254999999994,23秒 - 8.1分钟,4.234310416666666
丽人,餐饮,5335,7.503486501093409,2.3910666666666667,13.051749267499941,0.6112916666666667,8.565208333333333,22.54970333333336,37秒 - 8.6分钟,4.5882499999999995
丽人,饮品,582,7.93115060137457,2.659475,11.585493598694047,0.6631291666666665,10.577945833333333,22.810293333333302,40秒 - 10.6分钟,5.620537499999999
丽人,鲜花绿植,44,3.918553787878788,1.0870666666666666,7.93236542275308,0.3415,3.189791666666667,9.913503333333335,20秒 - 3.2分钟,1.7656458333333334
交通设施,丽人,1,1.1679,1.1679,0.0,1.1679,1.1679,1.1679,1.2分钟 - 1.2分钟,1.1679
交通设施,休闲娱乐,10,4.991833333333334,0.378725,11.825586287854039,0.22136666666666666,0.43189583333333337,12.905946666666656,13秒 - 26秒,0.32663125000000004
交通设施,教育培训,2,2.5629,2.5629,0.08699770431198506,2.532141666666667,2.5936583333333334,2.6121133333333337,2.5分钟 - 2.6分钟,2.5629
交通设施,旅游,11,1.117842424242424,0.4620666666666667,1.400687335052244,0.26659999999999995,1.4248666666666665,2.3352,16秒 - 1.4分钟,0.8457333333333332
交通设施,甜点,1,24.881166666666665,24.881166666666665,0.0,24.881166666666665,24.881166666666665,24.881166666666665,24.9分钟 - 24.9分钟,24.881166666666665
交通设施,生活服务,3,11.77925,9.27205,12.457008607484562,5.019291666666667,17.285608333333336,22.093743333333336,5.0分钟 - 17.3分钟,11.152450000000002
交通设施,美食,1,0.6857333333333333,0.6857333333333333,0.0,0.6857333333333333,0.6857333333333333,0.6857333333333333,41秒 - 41秒,0.6857333333333333
交通设施,购物,9,1.2831611111111112,0.5529499999999999,1.615798188611265,0.3210166666666667,1.5372999999999999,2.5520166666666673,19秒 - 1.5分钟,0.9291583333333333
交通设施,超市便利,3,1.3575722222222222,1.4637,1.0291538987512092,0.8715833333333334,1.8966249999999998,2.15638,52秒 - 1.9分钟,1.3841041666666665
交通设施,运动健身,2,0.26942499999999997,0.26942499999999997,0.18442523364647134,0.20422083333333332,0.33462916666666664,0.37375166666666665,12秒 - 20秒,0.26942499999999997
交通设施,酒店,12,0.9308847222222223,0.8098833333333333,0.6775808431567758,0.5217416666666667,1.0559791666666667,1.415741666666667,31秒 - 1.1分钟,0.7888604166666666
交通设施,餐饮,29,1.6740471264367818,0.5305166666666666,2.529674507432321,0.1812,1.6249166666666668,4.488770000000001,11秒 - 1.6分钟,0.9030583333333334
交通设施,鲜花绿植,1,3.7665833333333336,3.7665833333333336,0.0,3.7665833333333336,3.7665833333333336,3.7665833333333336,3.8分钟 - 3.8分钟,3.7665833333333336
亲子,K歌,24,3.9896527777777777,1.0886666666666667,5.47173427880873,0.2811375,5.690029166666667,12.225876666666665,17秒 - 5.7分钟,2.9855833333333335
亲子,主题乐园,35,2.2171866666666666,1.5626833333333332,3.2722762696475813,0.8694666666666666,2.333941666666667,3.531096666666667,52秒 - 2.3分钟,1.601704166666667
亲子,丽人,315,4.038693227513228,1.1702833333333333,9.231482937271268,0.444925,3.4541333333333335,9.093300000000001,27秒 - 3.5分钟,1.9495291666666668
亲子,人文古迹,7,2.8538452380952384,3.4846500000000002,2.1422724412130574,1.1459166666666667,4.0408333333333335,4.8686266666666675,1.1分钟 - 4.0分钟,2.593375
亲子,人文街区,1,1.7225333333333335,1.7225333333333335,0.0,1.7225333333333335,1.7225333333333335,1.7225333333333335,1.7分钟 - 1.7分钟,1.7225333333333335
亲子,休闲娱乐,1080,3.0375893055555556,1.0869666666666666,6.369153127318407,0.4025291666666666,2.6628916666666664,7.649073333333334,24秒 - 2.7分钟,1.5327104166666665
亲子,休闲食品,4,6.3441875,2.5610333333333335,9.182901712455873,0.5309666666666667,8.374254166666667,15.23919166666667,32秒 - 8.4分钟,4.4526104166666665
亲子,公园,10,2.99967,2.262741666666667,2.870644037008051,0.5936874999999999,4.471983333333333,7.48196,36秒 - 4.5分钟,2.5328354166666665
亲子,其他,5,9.176726666666667,1.5733,17.562147486879752,1.45235,1.6925,25.026870000000006,1.5分钟 - 1.7分钟,1.572425
亲子,其他旅游,6,1.5080055555555554,1.0550416666666669,1.157272873596786,0.8760083333333334,1.9042,2.84875,53秒 - 1.9分钟,1.3901041666666667
亲子,养车/用车,8,4.404804166666667,1.9374249999999997,7.531099366714621,0.29828333333333334,3.795070833333333,9.873548333333328,18秒 - 3.8分钟,2.046677083333333
亲子,动物园类,25,2.3350853333333332,1.5948833333333332,2.1574312464546126,0.8762166666666666,2.8665333333333334,6.035146666666667,53秒 - 2.9分钟,1.871375
亲子,医疗健康,89,4.000156179775281,1.3571166666666667,9.65697214807235,0.4643333333333333,3.076016666666667,6.669636666666668,28秒 - 3.1分钟,1.770175
亲子,医药健康,44,10.651408333333334,1.5928250000000002,31.795925069355242,0.8766,6.8019125,22.214810000000018,53秒 - 6.8分钟,3.83925625
亲子,宠物,34,1.7761666666666667,0.5468166666666667,2.9630571733700872,0.22556666666666667,1.6841333333333335,5.893348333333331,14秒 - 1.7分钟,0.9548500000000001
亲子,家居,3,8.799638888888888,9.008833333333333,8.307017444411636,4.699416666666667,13.004458333333332,15.401833333333332,4.7分钟 - 13.0分钟,8.8519375
亲子,展览馆,20,1.7242350000000002,1.6588833333333333,1.5144285865819904,0.4213291666666667,2.1028291666666665,4.300501666666667,25秒 - 2.1分钟,1.2620791666666666
亲子,度假景区,3,5.1835,5.316366666666667,1.8417646043340552,4.297633333333334,6.135800000000001,6.627460000000001,4.3分钟 - 6.1分钟,5.216716666666667
亲子,影视基地,2,3.0187833333333334,3.0187833333333334,3.9852773889934214,1.609775,4.427791666666667,5.273196666666667,1.6分钟 - 4.4分钟,3.0187833333333334
亲子,教育培训,152,3.0885566885964915,1.130325,4.622569509041163,0.4810291666666667,3.6543666666666663,8.22169,29秒 - 3.7分钟,2.0676979166666665
亲子,数码家电,2,1.2929083333333333,1.2929083333333333,0.13827473106102928,1.2440208333333334,1.3417958333333333,1.3711283333333333,1.2分钟 - 1.3分钟,1.2929083333333333
