first_cate_name_src,first_cate_name_dst,pair_count,order_count,median_lag_ms,ccr,lift_smoothed,median_lag_min
温泉景区,休闲娱乐,620,0,34367.5,0.0,5.464245836378028,0.5727916666666667
丽人,运动健身,983,0,28994.0,0.0,5.458217948300434,0.48323333333333335
美妆日化,母婴玩具,154,0,35000.0,0.0,5.407553569501093,0.5833333333333334
水上项目/水上体验,酒店,107,0,46733.0,0.0,5.376888490009709,0.7788833333333334
旅游,亲子,419,0,55794.0,0.0,5.369171373332319,0.9299
其他旅游,亲子,53,0,57964.0,0.0,5.323597504911461,0.9660666666666666
生活服务,医疗健康,104,0,39342.5,0.0,5.32355893710981,0.6557083333333333
医疗健康,生活服务,111,0,49641.0,0.0,5.270783438173653,0.82735
购物,数码家电,485,0,20456.0,0.0,5.245573513321056,0.3409333333333333
购物,家居,65,0,30679.0,0.0,5.228319892231013,0.5113166666666666
公园,温泉景区,22,0,72076.5,0.0,5.227993484823151,1.201275
休闲娱乐,电影演出赛事,369,0,27207.0,0.0,5.210782695593578,0.45345
数码家电,美妆日化,287,0,32863.0,0.0,5.187121997051953,0.5477166666666666
酒店,人文街区,49,0,10244.0,0.0,5.130831810659319,0.17073333333333332
购物,生活服务,565,0,26817.0,0.0,5.082864822198532,0.44695
休闲娱乐,运动健身,2075,0,28226.0,0.0,5.075657207700937,0.4704333333333333
亲子,医疗健康,90,0,32395.0,0.0,5.0559286469231495,0.5399166666666667
丽人,家居,65,0,149799.0,0.0,5.038551244290776,2.49665
展览馆,亲子,51,0,59862.0,0.0,4.976814758525717,0.9977
购物,鲜花绿植,435,0,23079.0,0.0,4.965149985734727,0.38465
酒店,旅游,1456,0,31580.5,0.0,4.945471667553688,0.5263416666666667
教育培训,生活服务,118,0,110781.0,0.0,4.9385265134103,1.84635
人文街区,酒店,35,0,18795.0,0.0,4.910684285673607,0.31325
运动健身,休闲娱乐,2000,0,28360.5,0.0,4.896967690468508,0.472675
美妆日化,数码家电,307,0,34133.0,0.0,4.885537273887791,0.5688833333333333
旅游,酒店,1799,0,68339.0,0.0,4.870146648827872,1.1389833333333332
家居,丽人,68,0,152067.0,0.0,4.865857947801949,2.53445
酒店,度假景区,124,0,15934.0,0.0,4.846922373479266,0.2655666666666667
主题乐园,温泉景区,61,0,49759.0,0.0,4.83833627281663,0.8293166666666667
非标住宿,旅游,74,0,93940.0,0.0,4.791242444974314,1.5656666666666668
亲子,展览馆,68,0,99587.5,0.0,4.775530193039276,1.6597916666666668
生活服务,宠物,159,0,45331.0,0.0,4.771817534664256,0.7555166666666666
休闲娱乐,亲子,1240,0,38188.0,0.0,4.755515761180728,0.6364666666666666
亲子,休闲娱乐,1182,0,38839.0,0.0,4.733175557982125,0.6473166666666667
主题乐园,酒店,470,0,40650.0,0.0,4.72272133287943,0.6775
超市便利,日用百货,7350,0,19283.5,0.0,4.717706903670866,0.3213916666666667
酒店,自然景观,592,0,29860.5,0.0,4.693280655068173,0.497675
度假景区,亲子,20,0,158338.0,0.0,4.692376023868185,2.6389666666666667
生活服务,教育培训,123,0,151597.0,0.0,4.675116671929123,2.5266166666666665
生活服务,丽人,574,0,64128.5,0.0,4.669818060889366,1.0688083333333334
鲜花绿植,购物,351,0,26858.0,0.0,4.655428753641549,0.4476333333333333
运动健身,K歌,261,0,61924.0,0.0,4.6469992536910825,1.0320666666666667
结婚,医疗健康,45,0,196651.0,0.0,4.634856207112836,3.2775166666666666
亲子,生活服务,166,0,41227.5,0.0,4.632193368115835,0.687125
宠物,生活服务,157,0,32986.0,0.0,4.617983054526814,0.5497666666666666
展览馆,温泉景区,28,0,149640.0,0.0,4.571835914774252,2.494
超市便利,美妆日化,5324,0,20030.0,0.0,4.567627921992285,0.3338333333333333
日用百货,超市便利,7492,0,20083.0,0.0,4.557038946788409,0.33471666666666666
电影演出赛事,旅游,66,0,56246.0,0.0,4.5469122263793915,0.9374333333333333
酒店,人文古迹,393,0,25795.0,0.0,4.4857528744643655,0.42991666666666667
亲子,其他旅游,56,0,57587.5,0.0,4.452108469032851,0.9597916666666667
温泉景区,展览馆,28,0,64563.0,0.0,4.414090811346908,1.07605
家居,购物,55,0,21394.0,0.0,4.390287210539236,0.35656666666666664
运动健身,亲子,254,0,50724.0,0.0,4.346139866628141,0.8454
美妆日化,超市便利,5813,0,19339.0,0.0,4.334546260289459,0.32231666666666664
人文古迹,结婚,32,0,38709.0,0.0,4.30879826211174,0.64515
数码家电,购物,377,0,18393.0,0.0,4.297929790041821,0.30655
展览馆,酒店,211,0,37154.0,0.0,4.294331351010139,0.6192333333333333
公园,酒店,146,0,35891.5,0.0,4.293303495220211,0.5981916666666667
温泉景区,动物园类,26,0,68254.5,0.0,4.288223775644166,1.137575
亲子,运动健身,238,0,45961.0,0.0,4.249014647881481,0.7660166666666667
数码家电,服饰鞋帽,60,0,49710.5,0.0,4.248002380944552,0.8285083333333333
医疗健康,结婚,52,0,251057.0,0.0,4.23251038004507,4.184283333333333
医疗健康,亲子,88,0,30664.0,0.0,4.207539327781176,0.5110666666666667
休闲娱乐,温泉景区,659,0,31146.0,0.0,4.1659522131916935,0.5191
教育培训,医疗健康,49,0,82838.0,0.0,4.156327562646604,1.3806333333333334
酒店,水上项目/水上体验,113,0,57244.0,0.0,4.155252468816243,0.9540666666666666
亲子,水上项目/水上体验,21,0,145514.0,0.0,4.14692686118994,2.4252333333333334
地标建筑,酒店,50,0,27549.5,0.0,4.121667375618173,0.45915833333333333
丽人,生活服务,475,0,78495.0,0.0,4.119481999256403,1.30825
超市便利,母婴玩具,1003,0,24869.0,0.0,4.029092207354526,0.4144833333333333
医疗健康,教育培训,56,0,155415.5,0.0,3.995575497566539,2.5902583333333333
结婚,宠物,66,0,129135.5,0.0,3.971040484354988,2.152258333333333
超市便利,数码家电,2163,0,22073.0,0.0,3.948418993875283,0.36788333333333334
生活服务,亲子,154,0,34774.0,0.0,3.9412697352020936,0.5795666666666667
数码家电,超市便利,2186,0,21453.5,0.0,3.938080839414444,0.3575583333333333
服饰鞋帽,超市便利,1146,0,24732.0,0.0,3.9363117012577273,0.4122
家居,日用百货,41,0,36299.0,0.0,3.9024206396852374,0.6049833333333333
其他旅游,酒店,186,0,36300.0,0.0,3.901796525342049,0.605
运动健身,电影演出赛事,61,0,34923.0,0.0,3.88356521016325,0.58205
休闲娱乐,酒店,4779,0,38971.0,0.0,3.8767277107557225,0.6495166666666666
酒店,地标建筑,59,0,25498.0,0.0,3.876249680212389,0.42496666666666666
酒水茶饮,超市便利,3422,0,26685.5,0.0,3.835251107228681,0.4447583333333333
酒店,展览馆,284,0,27446.0,0.0,3.8142243498166994,0.45743333333333336
超市便利,服饰鞋帽,1144,0,21839.5,0.0,3.797497840474684,0.36399166666666666
酒店,主题乐园,488,0,33477.5,0.0,3.759992844212346,0.5579583333333333
超市便利,酒水茶饮,3251,0,27988.0,0.0,3.735106875852528,0.46646666666666664
生活服务,非标住宿,44,0,51676.5,0.0,3.7036418998726806,0.861275
美妆日化,医药健康,749,0,44179.0,0.0,3.697310470030551,0.7363166666666666
电影演出赛事,亲子,33,0,121306.0,0.0,3.662795105633662,2.0217666666666667
母婴玩具,超市便利,993,0,26928.0,0.0,3.6510474227250733,0.4488
旅游,非标住宿,87,0,110077.0,0.0,3.641268150329614,1.8346166666666666
酒店,休闲娱乐,4698,0,36996.0,0.0,3.6354835461501946,0.6166
滑雪景区,酒店,190,0,44321.0,0.0,3.6320113898180906,0.7386833333333334
鲜花绿植,日用百货,228,0,34521.0,0.0,3.589487022488402,0.57535
超市便利,大型百货商场,27,0,38578.0,0.0,3.58392474165729,0.6429666666666667
亲子,丽人,400,0,47627.0,0.0,3.568808666748642,0.7937833333333333
丽人,养车/用车,122,0,56318.5,0.0,3.5668218374031193,0.9386416666666667
酒店,其他,21,0,48112.0,0.0,3.5502801358736438,0.8018666666666666
酒店,公园,181,0,18040.0,0.0,3.5356095567997854,0.3006666666666667
宠物,结婚,69,0,90919.0,0.0,3.471828791004712,1.5153166666666666
医疗健康,养车/用车,21,0,176233.0,0.0,3.469129239934057,2.9372166666666666
服饰鞋帽,购物,158,0,20673.0,0.0,3.445520677635546,0.34455
教育培训,休闲娱乐,566,0,53657.5,0.0,3.394150898340791,0.8942916666666667
生活服务,数码家电,109,0,44840.0,0.0,3.3464219313728885,0.7473333333333333
养车/用车,丽人,117,0,80778.0,0.0,3.3311674635040887,1.3463
日用百货,家居,34,0,56126.5,0.0,3.3239123223814193,0.9354416666666666
数码家电,生活服务,103,0,26819.0,0.0,3.3151074014548962,0.44698333333333334
医药健康,美妆日化,703,0,48252.0,0.0,3.3075234709032464,0.8042
自然景观,亲子,62,0,72027.0,0.0,3.2408244095643246,1.20045
亲子,购物,326,0,43271.5,0.0,3.23534959440387,0.7211916666666667
动物园类,酒店,186,0,51107.0,0.0,3.2305504173952104,0.8517833333333333
休闲娱乐,教育培训,567,0,66546.0,0.0,3.227308544290795,1.1091
超市便利,食材,6491,0,29420.0,0.0,3.2249846730515253,0.49033333333333334
母婴玩具,数码家电,40,0,32802.5,0.0,3.2041138996212104,0.5467083333333334
