first_cate_name,K歌,主题乐园,丽人,交通设施,亲子,人文古迹,人文街区,休闲娱乐,休闲食品,公园,公园景点售票处,其他,其他旅游,养车/用车,农林牧渔基地,动物园类,医疗健康,医药健康,商务住宅,地名,地标建筑,境外医疗医美,大型百货商场,宠物,宠物生活,室内设施,家居,展览馆,度假景区,影视基地,政府机构及社会团体,教育培训,数码家电,数码家电/办公,旅游,旅游项目/观光项目,日用百货,景区设施,景点,服饰鞋帽,植物园,母婴玩具,水上项目/水上体验,水果,温泉景区,游玩,滑雪景区,特色体验,现代建筑,甜点,生活服务,生鲜果蔬,电影演出赛事,纪念地,结婚,美妆个护,美妆日化,美食,自然景观,购物,超市便利,运动健身,通行设施,酒店,酒水茶饮,非标住宿,食品保健,食材,餐饮,饮品,鲜花绿植
公园景点售票处,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
其他,2.0,0.0,2.0,0.0,5.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,25.0,12.0,2.0,0.0,11.0,3.0,0.0,0.0,1.0,25.0,0.0,4.0
其他旅游,6.0,41.0,9.0,1.0,34.0,46.0,3.0,103.0,0.0,19.0,0.0,1.0,0.0,3.0,0.0,22.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,14.0,3.0,1.0,5.0,1.0,0.0,376.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,7.0,1.0,9.0,6.0,12.0,0.0,0.0,3.0,5.0,0.0,12.0,0.0,5.0,0.0,0.0,20.0,88.0,4.0,5.0,20.0,0.0,158.0,2.0,3.0,0.0,0.0,156.0,4.0,2.0
养车/用车,7.0,1.0,85.0,0.0,11.0,1.0,0.0,131.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,9.0,8.0,0.0,18.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,16.0,274.0,0.0,1.0,0.0,38.0,0.0,4.0,182.0,4.0,78.0,90.0,27.0,0.0,105.0,3.0,4.0,0.0,5.0,453.0,47.0,6.0
农林牧渔基地,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
动物园类,7.0,66.0,12.0,0.0,67.0,20.0,4.0,111.0,0.0,15.0,0.0,0.0,27.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,30.0,7.0,2.0,0.0,6.0,1.0,0.0,580.0,0.0,2.0,0.0,0.0,0.0,11.0,1.0,7.0,1.0,13.0,3.0,11.0,0.0,0.0,9.0,3.0,0.0,4.0,0.0,4.0,0.0,1.0,28.0,43.0,5.0,6.0,14.0,0.0,138.0,0.0,1.0,0.0,3.0,181.0,14.0,1.0
医疗健康,12.0,0.0,384.0,0.0,87.0,0.0,0.0,784.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,485.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,30.0,2.0,0.0,6.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,11.0,2.0,1.0,1.0,0.0,0.0,32.0,89.0,0.0,4.0,0.0,22.0,0.0,6.0,267.0,2.0,84.0,65.0,76.0,0.0,94.0,2.0,2.0,0.0,12.0,699.0,48.0,6.0
医药健康,23.0,3.0,186.0,0.0,31.0,1.0,0.0,316.0,62.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,14.0,29.0,0.0,24.0,0.0,239.0,0.0,0.0,39.0,0.0,82.0,0.0,108.0,3.0,1.0,0.0,0.0,0.0,211.0,73.0,0.0,1.0,0.0,12.0,0.0,498.0,2040.0,2.0,144.0,4031.0,46.0,0.0,333.0,42.0,3.0,0.0,98.0,1119.0,412.0,27.0
商务住宅,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,2.0,0.0,0.0,11.0,2.0,1.0
地名,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0
地标建筑,1.0,5.0,2.0,0.0,4.0,8.0,0.0,11.0,1.0,0.0,0.0,1.0,7.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,2.0,1.0,5.0,0.0,45.0,0.0,2.0,0.0,0.0,55.0,0.0,0.0
境外医疗医美,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
大型百货商场,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0
宠物,17.0,2.0,151.0,0.0,36.0,0.0,0.0,460.0,12.0,0.0,0.0,3.0,1.0,21.0,1.0,2.0,25.0,146.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,11.0,0.0,76.0,0.0,0.0,6.0,0.0,3.0,0.0,25.0,0.0,0.0,3.0,0.0,0.0,44.0,145.0,0.0,8.0,0.0,45.0,0.0,45.0,457.0,3.0,75.0,1576.0,24.0,0.0,66.0,3.0,1.0,0.0,24.0,955.0,122.0,19.0
宠物生活,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
室内设施,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
家居,2.0,1.0,42.0,0.0,5.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,50.0,0.0,1.0,0.0,25.0,0.0,0.0,35.0,0.0,43.0,65.0,8.0,0.0,5.0,0.0,2.0,0.0,0.0,123.0,5.0,2.0
展览馆,5.0,33.0,6.0,0.0,33.0,59.0,18.0,125.0,2.0,13.0,0.0,1.0,26.0,2.0,0.0,37.0,1.0,8.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,431.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,6.0,0.0,10.0,6.0,7.0,0.0,0.0,3.0,8.0,0.0,18.0,0.0,6.0,0.0,3.0,27.0,46.0,9.0,6.0,5.0,0.0,189.0,2.0,0.0,0.0,1.0,212.0,7.0,1.0
度假景区,0.0,13.0,2.0,0.0,6.0,11.0,0.0,50.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,7.0,2.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,15.0,2.0,3.0,5.0,0.0,135.0,0.0,1.0,0.0,0.0,51.0,2.0,0.0
影视基地,0.0,6.0,2.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,8.0,1.0,2.0,3.0,0.0,12.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0
政府机构及社会团体,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
教育培训,46.0,3.0,442.0,0.0,147.0,1.0,0.0,424.0,3.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,34.0,19.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,73.0,0.0,17.0,0.0,0.0,10.0,0.0,3.0,1.0,5.0,1.0,0.0,8.0,0.0,0.0,19.0,69.0,0.0,8.0,0.0,82.0,0.0,1.0,231.0,2.0,106.0,63.0,1131.0,0.0,107.0,1.0,4.0,0.0,2.0,607.0,59.0,12.0
数码家电,3.0,1.0,15.0,1.0,6.0,0.0,0.0,36.0,20.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,389.0,0.0,0.0,31.0,0.0,21.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,45.0,96.0,0.0,1.0,0.0,1.0,0.0,205.0,330.0,2.0,375.0,2224.0,4.0,0.0,36.0,23.0,1.0,0.0,23.0,129.0,83.0,18.0
数码家电/办公,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
旅游,0.0,2542.0,1.0,0.0,4.0,1117.0,13.0,15.0,0.0,577.0,7.0,1.0,912.0,0.0,0.0,1219.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,953.0,364.0,83.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,0.0,172.0,0.0,310.0,0.0,2967.0,1.0,1640.0,1.0,0.0,0.0,2.0,0.0,5.0,16.0,3.0,0.0,0.0,2.0,1731.0,2.0,1.0,8.0,0.0,26.0,0.0,1.0,0.0,0.0,24.0,2.0,1.0
旅游项目/观光项目,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日用百货,9.0,0.0,30.0,0.0,21.0,1.0,0.0,101.0,104.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,2.0,244.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,11.0,443.0,0.0,4.0,0.0,0.0,0.0,0.0,304.0,0.0,268.0,0.0,68.0,1.0,1.0,0.0,0.0,0.0,97.0,109.0,0.0,1.0,0.0,10.0,0.0,1071.0,541.0,0.0,542.0,7990.0,16.0,0.0,49.0,45.0,0.0,0.0,70.0,324.0,154.0,177.0
景区设施,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
景点,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
服饰鞋包,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
服饰鞋帽,0.0,0.0,12.0,0.0,5.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,31.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,19.0,7.0,0.0,0.0,0.0,3.0,0.0,227.0,111.0,0.0,154.0,1144.0,7.0,0.0,7.0,6.0,0.0,0.0,11.0,67.0,26.0,7.0
未知,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
植物园,0.0,7.0,2.0,0.0,9.0,8.0,1.0,16.0,0.0,3.0,0.0,0.0,8.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,1.0,0.0,2.0,0.0,0.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,7.0,3.0,1.0,4.0,0.0,23.0,0.0,1.0,0.0,0.0,34.0,3.0,1.0
母婴玩具,0.0,0.0,10.0,0.0,103.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,81.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0,287.0,0.0,0.0,36.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,3.0,0.0,1.0,0.0,134.0,93.0,0.0,50.0,950.0,1.0,0.0,9.0,9.0,0.0,0.0,8.0,62.0,25.0,7.0
水上项目/水上体验,1.0,9.0,2.0,5.0,13.0,8.0,1.0,51.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,21.0,2.0,3.0,8.0,0.0,68.0,0.0,1.0,0.0,0.0,68.0,2.0,0.0
